GEOID,NAME,variable,estimate,moe,year,label_short
2502702760,Auburn,B08301_003,7368,372,2010,"Car, truck, or van - Drove alone"
2502702760,Auburn,B08301_004,501,153,2010,"Car, truck, or van - Carpooled"
2502702760,Auburn,B08301_010,47,34,2010,Public transportation (excluding taxicab)
2502702760,Auburn,B08301_016,0,127,2010,Taxicab
2502702760,Auburn,B08301_017,0,127,2010,Motorcycle
2502702760,Auburn,B08301_018,0,127,2010,Bicycle
2502702760,Auburn,B08301_019,131,61,2010,Walked
2502702760,Auburn,B08301_020,63,58,2010,Other means
2502702760,Auburn,B08301_021,194,84,2010,Worked at home
2502703740,Barre,B08301_003,2164,217,2010,"Car, truck, or van - Drove alone"
2502703740,Barre,B08301_004,467,178,2010,"Car, truck, or van - Carpooled"
2502703740,Barre,B08301_010,0,127,2010,Public transportation (excluding taxicab)
2502703740,Barre,B08301_016,0,127,2010,Taxicab
2502703740,Barre,B08301_017,0,127,2010,Motorcycle
2502703740,Barre,B08301_018,0,127,2010,Bicycle
2502703740,Barre,B08301_019,12,18,2010,Walked
2502703740,Barre,B08301_020,0,127,2010,Other means
2502703740,Barre,B08301_021,156,82,2010,Worked at home
2502705490,Berlin,B08301_003,1188,119,2010,"Car, truck, or van - Drove alone"
2502705490,Berlin,B08301_004,67,42,2010,"Car, truck, or van - Carpooled"
2502705490,Berlin,B08301_010,4,6,2010,Public transportation (excluding taxicab)
2502705490,Berlin,B08301_016,0,127,2010,Taxicab
2502705490,Berlin,B08301_017,0,127,2010,Motorcycle
2502705490,Berlin,B08301_018,0,127,2010,Bicycle
2502705490,Berlin,B08301_019,39,33,2010,Walked
2502705490,Berlin,B08301_020,31,24,2010,Other means
2502705490,Berlin,B08301_021,168,65,2010,Worked at home
2502706015,Blackstone,B08301_003,4374,275,2010,"Car, truck, or van - Drove alone"
2502706015,Blackstone,B08301_004,249,140,2010,"Car, truck, or van - Carpooled"
2502706015,Blackstone,B08301_010,45,37,2010,Public transportation (excluding taxicab)
2502706015,Blackstone,B08301_016,0,127,2010,Taxicab
2502706015,Blackstone,B08301_017,14,22,2010,Motorcycle
2502706015,Blackstone,B08301_018,33,38,2010,Bicycle
2502706015,Blackstone,B08301_019,24,38,2010,Walked
2502706015,Blackstone,B08301_020,36,57,2010,Other means
2502706015,Blackstone,B08301_021,86,56,2010,Worked at home
2502707525,Boylston,B08301_003,2087,157,2010,"Car, truck, or van - Drove alone"
2502707525,Boylston,B08301_004,82,64,2010,"Car, truck, or van - Carpooled"
2502707525,Boylston,B08301_010,12,18,2010,Public transportation (excluding taxicab)
2502707525,Boylston,B08301_016,0,127,2010,Taxicab
2502707525,Boylston,B08301_017,0,127,2010,Motorcycle
2502707525,Boylston,B08301_018,0,127,2010,Bicycle
2502707525,Boylston,B08301_019,10,17,2010,Walked
2502707525,Boylston,B08301_020,14,20,2010,Other means
2502707525,Boylston,B08301_021,134,73,2010,Worked at home
2502709105,Brookfield,B08301_003,1549,142,2010,"Car, truck, or van - Drove alone"
2502709105,Brookfield,B08301_004,130,62,2010,"Car, truck, or van - Carpooled"
2502709105,Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab)
2502709105,Brookfield,B08301_016,0,127,2010,Taxicab
2502709105,Brookfield,B08301_017,0,127,2010,Motorcycle
2502709105,Brookfield,B08301_018,0,127,2010,Bicycle
2502709105,Brookfield,B08301_019,69,57,2010,Walked
2502709105,Brookfield,B08301_020,0,127,2010,Other means
2502709105,Brookfield,B08301_021,64,45,2010,Worked at home
2502712715,Charlton,B08301_003,5645,341,2010,"Car, truck, or van - Drove alone"
2502712715,Charlton,B08301_004,275,108,2010,"Car, truck, or van - Carpooled"
2502712715,Charlton,B08301_010,28,32,2010,Public transportation (excluding taxicab)
2502712715,Charlton,B08301_016,0,127,2010,Taxicab
2502712715,Charlton,B08301_017,28,31,2010,Motorcycle
2502712715,Charlton,B08301_018,0,127,2010,Bicycle
2502712715,Charlton,B08301_019,28,23,2010,Walked
2502712715,Charlton,B08301_020,59,52,2010,Other means
2502712715,Charlton,B08301_021,249,107,2010,Worked at home
2502717300,Douglas,B08301_003,4070,290,2010,"Car, truck, or van - Drove alone"
2502717300,Douglas,B08301_004,337,132,2010,"Car, truck, or van - Carpooled"
2502717300,Douglas,B08301_010,39,36,2010,Public transportation (excluding taxicab)
2502717300,Douglas,B08301_016,13,20,2010,Taxicab
2502717300,Douglas,B08301_017,30,36,2010,Motorcycle
2502717300,Douglas,B08301_018,0,127,2010,Bicycle
2502717300,Douglas,B08301_019,27,31,2010,Walked
2502717300,Douglas,B08301_020,18,28,2010,Other means
2502717300,Douglas,B08301_021,212,96,2010,Worked at home
2502717685,Dudley,B08301_003,4731,402,2010,"Car, truck, or van - Drove alone"
2502717685,Dudley,B08301_004,425,129,2010,"Car, truck, or van - Carpooled"
2502717685,Dudley,B08301_010,97,88,2010,Public transportation (excluding taxicab)
2502717685,Dudley,B08301_016,0,127,2010,Taxicab
2502717685,Dudley,B08301_017,13,21,2010,Motorcycle
2502717685,Dudley,B08301_018,0,127,2010,Bicycle
2502717685,Dudley,B08301_019,198,123,2010,Walked
2502717685,Dudley,B08301_020,0,127,2010,Other means
2502717685,Dudley,B08301_021,162,79,2010,Worked at home
2502718560,East Brookfield,B08301_003,888,123,2010,"Car, truck, or van - Drove alone"
2502718560,East Brookfield,B08301_004,130,56,2010,"Car, truck, or van - Carpooled"
2502718560,East Brookfield,B08301_010,0,127,2010,Public transportation (excluding taxicab)
2502718560,East Brookfield,B08301_016,0,127,2010,Taxicab
2502718560,East Brookfield,B08301_017,0,127,2010,Motorcycle
2502718560,East Brookfield,B08301_018,0,127,2010,Bicycle
2502718560,East Brookfield,B08301_019,0,127,2010,Walked
2502718560,East Brookfield,B08301_020,33,29,2010,Other means
2502718560,East Brookfield,B08301_021,51,30,2010,Worked at home
2502726430,Grafton,B08301_003,7150,411,2010,"Car, truck, or van - Drove alone"
2502726430,Grafton,B08301_004,628,170,2010,"Car, truck, or van - Carpooled"
2502726430,Grafton,B08301_010,351,122,2010,Public transportation (excluding taxicab)
2502726430,Grafton,B08301_016,22,32,2010,Taxicab
2502726430,Grafton,B08301_017,28,30,2010,Motorcycle
2502726430,Grafton,B08301_018,42,60,2010,Bicycle
2502726430,Grafton,B08301_019,72,42,2010,Walked
2502726430,Grafton,B08301_020,40,41,2010,Other means
2502726430,Grafton,B08301_021,576,129,2010,Worked at home
2502728740,Hardwick,B08301_003,1134,147,2010,"Car, truck, or van - Drove alone"
2502728740,Hardwick,B08301_004,95,59,2010,"Car, truck, or van - Carpooled"
2502728740,Hardwick,B08301_010,0,127,2010,Public transportation (excluding taxicab)
2502728740,Hardwick,B08301_016,0,127,2010,Taxicab
2502728740,Hardwick,B08301_017,0,127,2010,Motorcycle
2502728740,Hardwick,B08301_018,0,127,2010,Bicycle
2502728740,Hardwick,B08301_019,12,19,2010,Walked
2502728740,Hardwick,B08301_020,6,9,2010,Other means
2502728740,Hardwick,B08301_021,114,84,2010,Worked at home
2502730560,Holden,B08301_003,7622,340,2010,"Car, truck, or van - Drove alone"
2502730560,Holden,B08301_004,529,141,2010,"Car, truck, or van - Carpooled"
2502730560,Holden,B08301_010,50,36,2010,Public transportation (excluding taxicab)
